Date,Task Type,Number of Steps,Ø Response Time (ms),Avg. Processing Time,Ø CPU Time,Ø DB Time (ms),Ø Time/DB Procedure Call (ms),Ø Wait Time (ms),Ø Roll In Time (ms),Ø Roll Wait Time,Ø Load + Gen. Time (ms),Ø Lock Time (ms),Avg. CPIC/RFC Time,Ø FE Network Time (ms),Ø GUI Time/Dialog Step,# Roundtrips,DB Data (KB),Number of VMC Calls,Total VMC CPU Time (s),Total VMC Elapsed Time,Average VMC CPU Time,Average VMC Elapsed Time
2026-01-02,AUTORFC,3208,680.49,514.65,46.02,107.35,2.19,12.47,1.23,149.25,4.85,1.39,180.15,0.0,0.0,3208,38496,0,0.0,0.0,0.0,0.0
2026-01-02,AUTOTH,41,2.12,1.06,0.42,0.21,0.15,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,41,0,0.0,0.0,0.0,0.0
2026-01-02,BACKGROUND,2640,2981.27,1810.9,256.49,889.52,11.35,24.36,6.66,73.77,38.3,4.56,3.41,0.0,0.0,5280,902880,0,0.0,0.0,0.0,0.0
2026-01-02,BGRFC Scheduler,34,2.86,1.43,0.57,0.29,0.38,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34,0,0.0,0.0,0.0,0.0
2026-01-02,BGRFC Unit,38,4.26,2.13,0.85,0.43,0.39,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,38,0,0.0,0.0,0.0,0.0
2026-01-02,BUFFER SYNC,177,2.05,1.02,0.41,0.2,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,177,0,0.0,0.0,0.0,0.0
2026-01-02,DAEMON,171,3.68,1.84,0.74,0.37,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,171,0,0.0,0.0,0.0,0.0
2026-01-02,DDLOG CLEANUP,74,4.86,2.43,0.97,0.49,0.29,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,74,0,0.0,0.0,0.0,0.0
2026-01-02,DEL. THCALL,187,1.44,0.72,0.29,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,187,0,0.0,0.0,0.0,0.0
2026-01-02,DIALOG,210940,189.99,82.22,21.68,66.68,1.96,13.94,1.38,7.22,5.48,2.55,0.0,36.68,47.66,632820,10547000,96,7.6,11.39,0.08,0.12
2026-01-02,HTTP,673529,294.71,163.59,22.2,81.97,2.47,20.13,3.39,5.36,6.82,1.21,0.0,26.49,55.56,2694116,19532341,74,4.04,6.06,0.05,0.08
2026-01-02,HTTPS,625926,210.26,87.27,22.8,74.96,3.22,18.01,1.78,7.61,7.21,0.8,0.0,21.32,33.14,1251852,23785188,56,8.26,12.4,0.15,0.22
2026-01-02,LR.RFC,64,2.54,1.27,0.51,0.25,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,0,0.0,0.0,0.0,0.0
2026-01-02,NBR.BUFFER,177,4.39,2.2,0.88,0.44,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,177,0,0.0,0.0,0.0,0.0
2026-01-02,RFC,8525,1995.83,1845.46,29.54,106.68,2.41,14.16,0.95,136.3,2.57,1.22,533.77,0.0,0.0,8525,76725,0,0.0,0.0,0.0,0.0
2026-01-02,RPCTH,102,1.03,0.52,0.21,0.1,0.49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,102,0,0.0,0.0,0.0,0.0
2026-01-02,SPOOL,199,1.64,0.82,0.33,0.16,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,199,0,0.0,0.0,0.0,0.0
2026-01-02,SYS. STARTUP,186,3.43,1.71,0.69,0.34,0.09,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,186,0,0.0,0.0,0.0,0.0
2026-01-02,UI5-RFC,9072,1910.9,1713.84,85.25,108.22,1.21,3.59,1.72,397.18,3.57,1.62,497.56,0.0,0.0,9072,145152,0,0.0,0.0,0.0,0.0
2026-01-02,UPDATE,2473,2785.51,1369.88,402.35,971.38,8.06,41.9,11.62,25.54,46.4,2.95,1.6,0.0,0.0,4946,511911,0,0.0,0.0,0.0,0.0
2026-01-02,UPDATE2,4550,1285.48,257.1,662.3,717.57,10.04,86.03,17.07,67.48,17.5,5.14,9.45,0.0,0.0,4550,1578850,0,0.0,0.0,0.0,0.0
2026-01-02,WS-RFC,7192,889.36,638.8,89.28,144.95,1.84,16.33,0.75,139.11,2.4,0.35,106.95,0.0,0.0,7192,143840,0,0.0,0.0,0.0,0.0
2026-01-03,APC,144,4.25,2.13,0.85,0.43,0.34,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,144,0,0.0,0.0,0.0,0.0
2026-01-03,AUTOABAP,54,3.08,1.54,0.62,0.31,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,54,0,0.0,0.0,0.0,0.0
2026-01-03,AUTOCCMS,14,3.53,1.77,0.71,0.35,0.06,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14,0,0.0,0.0,0.0,0.0
2026-01-03,AUTORFC,3553,378.45,187.47,77.65,104.98,2.56,8.36,1.96,14.05,2.07,1.95,62.99,0.0,0.0,3553,42636,0,0.0,0.0,0.0,0.0
2026-01-03,AUTOTH,80,3.93,1.97,0.79,0.39,0.19,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,80,0,0.0,0.0,0.0,0.0
2026-01-03,BACKGROUND,3366,1618.34,427.19,540.63,553.65,6.9,96.87,13.5,99.65,43.62,9.6,1.37,0.0,0.0,3366,622710,0,0.0,0.0,0.0,0.0
2026-01-03,BGRFC Scheduler,72,0.99,0.5,0.2,0.1,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,72,0,0.0,0.0,0.0,0.0
2026-01-03,BGRFC Unit,68,0.39,0.19,0.08,0.04,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,68,0,0.0,0.0,0.0,0.0
2026-01-03,BUFFER SYNC,125,1.46,0.73,0.29,0.15,0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,125,0,0.0,0.0,0.0,0.0
2026-01-03,DAEMON,67,3.62,1.81,0.72,0.36,0.25,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,67,0,0.0,0.0,0.0,0.0
2026-01-03,DDLOG CLEANUP,79,0.38,0.19,0.08,0.04,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,79,0,0.0,0.0,0.0,0.0
2026-01-03,DEL. THCALL,186,2.7,1.35,0.54,0.27,0.29,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,186,0,0.0,0.0,0.0,0.0
2026-01-03,DIALOG,287022,265.76,116.62,28.89,95.38,1.68,20.9,1.49,2.07,3.98,2.85,0.0,12.74,60.12,574044,2870220,59,2.27,3.4,0.04,0.06
2026-01-03,HTTP,475985,164.68,16.47,44.37,79.32,1.91,22.09,1.57,4.81,3.12,2.16,0.0,33.17,40.46,1903940,14279550,99,4.59,6.89,0.05,0.07
2026-01-03,HTTPS,344875,176.25,27.23,49.91,85.71,1.58,7.17,2.88,2.07,6.23,2.63,0.0,20.6,79.95,1379500,13450125,85,9.16,13.73,0.11,0.16
2026-01-03,LR.RFC,167,1.89,0.95,0.38,0.19,0.08,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,167,0,0.0,0.0,0.0,0.0
2026-01-03,NBR.BUFFER,130,2.62,1.31,0.52,0.26,0.32,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,130,0,0.0,0.0,0.0,0.0
2026-01-03,RFC,3666,229.33,140.24,25.62,54.36,2.1,9.11,1.74,20.77,2.66,0.83,37.48,0.0,0.0,3666,73320,0,0.0,0.0,0.0,0.0
2026-01-03,RPCTH,144,3.94,1.97,0.79,0.39,0.16,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,144,0,0.0,0.0,0.0,0.0
2026-01-03,SPOOL,98,4.16,2.08,0.83,0.42,0.32,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,98,0,0.0,0.0,0.0,0.0
2026-01-03,SYS. STARTUP,17,3.63,1.81,0.73,0.36,0.48,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,17,0,0.0,0.0,0.0,0.0
2026-01-03,UI5-RFC,8307,136.56,13.66,57.51,99.0,1.87,3.09,1.95,15.87,4.04,1.48,20.29,0.0,0.0,8307,41535,0,0.0,0.0,0.0,0.0
2026-01-03,UPDATE,9230,2747.11,1242.04,687.12,771.94,7.91,46.02,19.3,100.3,36.79,7.11,2.79,0.0,0.0,18460,4568850,0,0.0,0.0,0.0,0.0
2026-01-03,UPDATE2,9005,2422.38,1505.39,265.96,639.28,13.59,11.74,18.24,122.99,36.13,2.72,9.72,0.0,0.0,18010,1503835,0,0.0,0.0,0.0,0.0
2026-01-03,WS-RFC,4697,296.36,60.47,92.5,129.68,2.06,13.72,1.23,9.64,4.71,0.71,68.85,0.0,0.0,4697,32879,0,0.0,0.0,0.0,0.0
2026-01-04,APC,121,2.72,1.36,0.54,0.27,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,121,0,0.0,0.0,0.0,0.0
2026-01-04,AUTOABAP,23,2.85,1.42,0.57,0.28,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,23,0,0.0,0.0,0.0,0.0
2026-01-04,AUTOCCMS,112,2.75,1.37,0.55,0.27,0.22,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,112,0,0.0,0.0,0.0,0.0
2026-01-04,AUTORFC,9140,200.13,20.01,88.03,94.57,2.85,8.75,1.83,16.48,3.26,1.03,21.51,0.0,0.0,9140,146240,0,0.0,0.0,0.0,0.0
2026-01-04,AUTOTH,52,1.44,0.72,0.29,0.14,0.45,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,52,0,0.0,0.0,0.0,0.0
2026-01-04,BACKGROUND,5849,1984.44,850.75,280.13,810.36,8.2,43.19,15.45,134.04,24.49,2.47,8.31,0.0,0.0,5849,2368845,0,0.0,0.0,0.0,0.0
2026-01-04,BGRFC Scheduler,144,2.79,1.4,0.56,0.28,0.44,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,144,0,0.0,0.0,0.0,0.0
2026-01-04,BGRFC Unit,156,2.2,1.1,0.44,0.22,0.17,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,156,0,0.0,0.0,0.0,0.0
2026-01-04,BUFFER SYNC,7,4.48,2.24,0.9,0.45,0.15,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,0.0,0.0,0.0,0.0
2026-01-04,DAEMON,144,3.86,1.93,0.77,0.39,0.27,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,144,0,0.0,0.0,0.0,0.0
2026-01-04,DDLOG CLEANUP,195,0.74,0.37,0.15,0.07,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,195,0,0.0,0.0,0.0,0.0
2026-01-04,DEL. THCALL,28,0.66,0.33,0.13,0.07,0.45,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,0,0.0,0.0,0.0,0.0
2026-01-04,DIALOG,716228,295.55,171.81,49.22,66.42,3.32,5.68,1.46,5.78,2.42,1.12,0.0,31.61,65.19,2148684,31514032,64,3.71,5.56,0.06,0.09
2026-01-04,HTTP,481597,232.13,69.31,49.56,86.58,3.28,19.39,3.35,5.23,7.29,0.52,0.0,33.47,41.06,963194,10113537,38,1.2,1.8,0.03,0.05
2026-01-04,HTTPS,488078,183.73,31.88,38.93,91.96,2.29,16.87,2.11,6.85,4.09,1.13,0.0,26.0,64.6,1952312,8785404,94,8.34,12.51,0.09,0.13
2026-01-04,LR.RFC,15,4.05,2.02,0.81,0.4,0.48,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,0,0.0,0.0,0.0,0.0
2026-01-04,NBR.BUFFER,153,4.53,2.26,0.91,0.45,0.29,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,153,0,0.0,0.0,0.0,0.0
2026-01-04,RFC,2631,277.85,147.35,71.78,52.96,2.13,5.75,1.32,20.62,3.09,1.86,65.29,0.0,0.0,2631,18417,0,0.0,0.0,0.0,0.0
2026-01-04,RPCTH,189,1.89,0.94,0.38,0.19,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,189,0,0.0,0.0,0.0,0.0
2026-01-04,SPOOL,176,2.19,1.1,0.44,0.22,0.28,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,176,0,0.0,0.0,0.0,0.0
2026-01-04,SYS. STARTUP,117,0.73,0.37,0.15,0.07,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,117,0,0.0,0.0,0.0,0.0
2026-01-04,UI5-RFC,4131,137.53,13.75,51.33,140.87,1.75,2.68,0.73,19.1,2.27,0.91,36.36,0.0,0.0,4131,41310,0,0.0,0.0,0.0,0.0
2026-01-04,UPDATE,7981,2608.92,1181.89,411.7,923.44,12.37,91.89,16.2,135.02,43.74,3.5,6.72,0.0,0.0,7981,3479716,0,0.0,0.0,0.0,0.0
2026-01-04,UPDATE2,3400,2532.62,1771.79,230.24,434.74,6.66,95.86,5.26,58.46,22.16,8.81,6.62,0.0,0.0,3400,622200,0,0.0,0.0,0.0,0.0
2026-01-04,WS-RFC,3811,366.8,292.26,33.95,34.54,2.1,6.04,1.36,10.17,3.16,0.98,90.94,0.0,0.0,3811,41921,0,0.0,0.0,0.0,0.0
2026-01-05,APC,11,3.58,1.79,0.72,0.36,0.32,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,0.0,0.0,0.0,0.0
2026-01-05,AUTOABAP,2,2.07,1.04,0.41,0.21,0.45,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0
2026-01-05,AUTOCCMS,160,4.57,2.28,0.91,0.46,0.1,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,160,0,0.0,0.0,0.0,0.0
2026-01-05,AUTORFC,6211,121.75,18.68,26.97,62.11,2.27,13.99,1.23,28.42,2.9,0.43,20.4,0.0,0.0,6211,37266,0,0.0,0.0,0.0,0.0
2026-01-05,AUTOTH,128,3.45,1.73,0.69,0.35,0.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,128,0,0.0,0.0,0.0,0.0
2026-01-05,BACKGROUND,5444,2003.58,525.49,291.48,1106.48,14.86,80.13,17.66,95.04,20.7,9.41,2.26,0.0,0.0,10888,2455244,0,0.0,0.0,0.0,0.0
2026-01-05,BGRFC Scheduler,85,2.95,1.47,0.59,0.29,0.42,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,85,0,0.0,0.0,0.0,0.0
2026-01-05,BGRFC Unit,50,4.7,2.35,0.94,0.47,0.21,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,0.0,0.0,0.0,0.0
2026-01-05,BUFFER SYNC,17,3.25,1.63,0.65,0.33,0.44,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,17,0,0.0,0.0,0.0,0.0
2026-01-05,DAEMON,71,4.45,2.22,0.89,0.44,0.39,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,71,0,0.0,0.0,0.0,0.0
2026-01-05,DDLOG CLEANUP,108,2.59,1.29,0.52,0.26,0.14,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,108,0,0.0,0.0,0.0,0.0
2026-01-05,DEL. THCALL,171,4.45,2.22,0.89,0.44,0.29,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,171,0,0.0,0.0,0.0,0.0
2026-01-05,DIALOG,508245,225.68,95.94,48.22,58.19,2.84,18.65,1.52,3.7,4.68,1.78,0.0,33.69,69.04,2032980,5082450,70,3.74,5.61,0.05,0.08
2026-01-05,HTTP,555663,281.34,151.59,42.03,71.56,1.6,12.11,3.03,7.65,4.05,1.28,0.0,17.91,71.53,2222652,10001934,59,8.68,13.02,0.15,0.22
2026-01-05,HTTPS,410175,163.55,24.2,52.78,64.69,1.9,17.2,1.69,7.2,4.68,0.95,0.0,12.19,49.58,820350,7383150,40,6.26,9.39,0.16,0.23
2026-01-05,LR.RFC,37,1.46,0.73,0.29,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,37,0,0.0,0.0,0.0,0.0
2026-01-05,NBR.BUFFER,33,3.52,1.76,0.7,0.35,0.19,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33,0,0.0,0.0,0.0,0.0
2026-01-05,RFC,5273,343.58,172.45,21.32,133.12,1.65,16.69,1.75,5.92,4.63,0.78,81.94,0.0,0.0,5273,79095,0,0.0,0.0,0.0,0.0
2026-01-05,RPCTH,85,2.59,1.29,0.52,0.26,0.47,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,85,0,0.0,0.0,0.0,0.0
2026-01-05,SPOOL,70,4.5,2.25,0.9,0.45,0.11,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,70,0,0.0,0.0,0.0,0.0
2026-01-05,SYS. STARTUP,37,1.3,0.65,0.26,0.13,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,37,0,0.0,0.0,0.0,0.0
2026-01-05,UI5-RFC,4665,171.96,60.0,34.92,72.6,2.13,4.45,0.75,21.39,2.37,1.54,46.03,0.0,0.0,4665,23325,0,0.0,0.0,0.0,0.0
2026-01-05,UPDATE,3344,1866.91,862.43,325.23,599.82,10.88,79.42,12.47,26.17,11.37,9.48,6.55,0.0,0.0,6688,922944,0,0.0,0.0,0.0,0.0
2026-01-05,UPDATE2,3730,1183.19,236.64,697.63,1031.22,11.84,30.94,10.65,142.74,37.71,4.94,7.09,0.0,0.0,3730,507280,0,0.0,0.0,0.0,0.0
2026-01-05,WS-RFC,7945,147.59,40.38,22.3,80.43,1.73,4.48,1.55,24.96,1.38,1.03,22.74,0.0,0.0,7945,79450,0,0.0,0.0,0.0,0.0
2026-01-06,APC,42,3.95,1.98,0.79,0.4,0.35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,42,0,0.0,0.0,0.0,0.0
2026-01-06,AUTOABAP,122,1.76,0.88,0.35,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,122,0,0.0,0.0,0.0,0.0
2026-01-06,AUTOCCMS,101,0.92,0.46,0.18,0.09,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,101,0,0.0,0.0,0.0,0.0
2026-01-06,AUTORFC,4284,260.34,26.03,84.65,136.98,1.75,19.6,1.95,29.57,3.62,0.52,76.98,0.0,0.0,4284,42840,0,0.0,0.0,0.0,0.0
2026-01-06,AUTOTH,6,0.27,0.13,0.05,0.03,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,0.0,0.0,0.0,0.0
2026-01-06,BACKGROUND,5614,1821.24,364.25,662.12,1155.08,11.41,46.38,8.57,83.36,33.25,3.0,1.04,0.0,0.0,5614,701750,0,0.0,0.0,0.0,0.0
2026-01-06,BGRFC Scheduler,192,1.73,0.86,0.35,0.17,0.28,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,192,0,0.0,0.0,0.0,0.0
2026-01-06,BGRFC Unit,74,0.44,0.22,0.09,0.04,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,74,0,0.0,0.0,0.0,0.0
2026-01-06,BUFFER SYNC,191,1.55,0.78,0.31,0.16,0.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,191,0,0.0,0.0,0.0,0.0
2026-01-06,DAEMON,191,4.18,2.09,0.84,0.42,0.29,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,191,0,0.0,0.0,0.0,0.0
2026-01-06,DDLOG CLEANUP,47,3.86,1.93,0.77,0.39,0.38,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,47,0,0.0,0.0,0.0,0.0
2026-01-06,DEL. THCALL,184,1.66,0.83,0.33,0.17,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,184,0,0.0,0.0,0.0,0.0
2026-01-06,DIALOG,772571,109.38,10.94,58.68,49.17,1.6,18.65,1.76,9.34,2.37,1.38,0.0,36.42,39.41,1545142,37083408,69,8.72,13.09,0.13,0.19
2026-01-06,HTTP,213497,189.49,61.08,52.55,59.26,2.07,14.59,2.94,8.49,2.02,0.66,0.0,31.25,43.83,640491,6191413,12,5.94,8.9,0.49,0.74
2026-01-06,HTTPS,692110,152.9,15.29,36.09,84.6,3.2,14.35,1.7,4.3,2.87,0.92,0.0,37.61,60.78,2768440,26300180,19,7.56,11.33,0.4,0.6
2026-01-06,LR.RFC,48,3.67,1.84,0.73,0.37,0.41,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,48,0,0.0,0.0,0.0,0.0
2026-01-06,NBR.BUFFER,2,4.77,2.39,0.95,0.48,0.28,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0
2026-01-06,RFC,4233,210.98,21.1,49.27,142.02,2.98,14.97,1.7,11.52,2.82,1.18,35.65,0.0,0.0,4233,59262,0,0.0,0.0,0.0,0.0
2026-01-06,RPCTH,145,4.81,2.41,0.96,0.48,0.46,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,145,0,0.0,0.0,0.0,0.0
2026-01-06,SPOOL,122,2.91,1.46,0.58,0.29,0.44,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,122,0,0.0,0.0,0.0,0.0
2026-01-06,SYS. STARTUP,26,1.59,0.8,0.32,0.16,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,26,0,0.0,0.0,0.0,0.0
